01.12.00;54.19.45,54.19.45.20
27.51.00;20.20.40,26.15,26.15.15
27.51.04;20.20.40.10,20.20.40.45,26.15.15.05
85.02.08;65.50.05.05
29.15.20;20.10.15.45
32.03.00;26.30,26.30.05,26.30.10
29.27.00;20.19.03,20.19.03.05,20.19.03.15
85.02.15;05.05.08.15,65.50.05.05
85.02.10;65.50.05.05
18.17.00;10.10.15.10
04.10.00;38.20.12,38.20.12.05
14.06.20;47.30.10.10
82.06.00;62.05.05
82.06.03;62.05.05.05
82.06.02;62.05.05.10
09.17.53;37.25.03.06
32.03.08;26.30.05.05
04.10.03;38.20.12.05
08.08.10;58.20.10.30
00.34.05;67.50.50.05
32.03.04;26.30.05.05,26.30.10.10
21.07.00;16.05.20.05
32.03.14;26.30.10.05
08.08.00;58.20.10,58.20.10.30
01.10.00;16.05.05.25
32.03.12;20.05.15.40,26.30.10.05
08.08.01;58.20.10.30
08.08.06;58.20.10.30
32.03.10;26.30.10.05
08.08.05;58.20.10.30
09.17.60;37.25.03.25
15.06.00;14.45.15.10
04.10.10;38.20.12.05
32.15.04;08.25.15.10
09.19.02;37.25.12.05
09.19.01;37.25.12.05
32.15.00;08.25.15
09.19.00;37.25.12
32.03.18;26.30.05.10
32.03.16;26.30.05.10
32.03.24;14.37.15.15
17.07.00;10.06.15.92
32.03.20;26.30.05.10
08.08.15;58.20.10.30
20.07.20;16.10.16.25
00.22.02;05.05.45.05
20.07.25;16.10.16.25
00.22.00;05.05.45,05.05.45.05,05.05.45.10
03.11.00;54.19.10.45
00.22.04;05.05.45.05
05.09.04;58.05.07.20
32.15.12;08.25.15.10
05.09.08;58.05.07.10
17.05.26;10.06.15.60,10.06.20.35
17.05.28;10.06.15.60,10.06.20.35
17.05.22;10.06.15.60,10.06.20.35
09.17.38;37.25.03.06
09.17.39;37.25.03.06
32.03.36;26.30.05.10
17.05.30;10.06.15.60,10.06.20.35
32.27.05;14.37.15.20
32.03.34;26.30.05.10
09.30.00;37.25.02.12
20.07.10;16.10.16.25
20.07.11;16.10.16.25
32.03.32;26.30.05.10
32.27.00;14.37.15.20
20.07.15;16.10.16.25
05.09.10;58.05.07.10
32.15.06;08.25.15.10
05.09.12;58.05.07.30
32.15.08;08.25.15.05
81.28.00;60.05.17,60.05.17.10
32.15.24;08.25.15.10
32.15.20;08.25.15.10
09.17.44;37.25.03.06
09.17.41;37.25.03.06
17.05.32;10.06.15.60,10.06.20.35
23.06.00;08.15,08.15.05
32.03.38;26.30.05.10
32.03.46;26.30.05.10
82.16.00;62.05.18.10
82.16.01;62.05.18.10
82.16.02;62.05.18.10
32.03.42;26.30.05.05
20.07.00;16.10.16,16.10.16.25
00.34.00;67.50,67.50.50,67.50.50.05,67.50.50.15
20.07.03;16.10.16.25
09.17.50;37.25.03.06
20.07.04;16.10.16.25
09.17.51;37.25.03.06
20.07.01;16.10.16.25
20.07.02;16.10.16.25
29.03.12;20.02.03.10,20.02.03.15
05.09.00;58.05.07
20.07.05;16.10.16.25
05.09.02;58.05.07.10
82.16.05;62.05.18.10
32.15.34;08.25.15.10
84.00.00;05.05.15
32.15.30;08.25.15.10
09.35.00;37.25.02,37.25.02.20
24.05.10;34.35.10.10
82.02.00;62.05.18.20
04.11.16;38.20.12.10
02.25.00;54.17.15,54.17.15.25
54.20.00;10.10.05,10.10.05.02
21.03.00;16.05.20.05,16.05.20.27
32.15.28;08.25.15.10
04.11.20;38.20.12.10
24.05.00;34.35.10,34.35.10.10
02.25.01;54.17.15.25
32.15.40;08.25.15.10
17.00.00;10.06.15.55
02.25.05;54.17.15.25
23.01.10;08.25.05.10
17.00.01;10.06.05.45
02.25.06;54.17.15.25
23.01.02;08.25.05,08.25.05.05,08.25.05.10
23.01.00;08.25.05.10
82.14.00;62.05.25,62.05.25.05,62.05.25.10
32.27.10;14.40.05,14.40.05.15
84.12.00;26.05.05.10
25.45.00;30.27,30.27.05,30.27.05.05
25.45.03;42.20.10.24
27.18.24;24.05.10.29
25.45.02;42.20.10.24
02.01.01;54.17.15.10
29.18.00;20.10.20,20.10.20.05,20.10.20.10,20.10.20.15,20.10.20.20,20.10.20.25
02.01.02;54.17.15.10
32.15.50;08.25.15.10
02.01.00;54.17.15,54.17.15.10
02.01.06;54.17.15.10
02.01.03;54.17.15.10
20.08.20;16.10.04.40
25.45.10;30.27.05.05
87.15.00;60.05.40.05
20.08.25;16.10.04.40
09.01.07;37.25.12,37.25.12.10
01.09.05;38.40.30.05
07.13.00;37.40.20.40,37.40.30.50,37.40.40.35,37.40.40.40
01.09.00;38.40,38.40.30,38.40.30.05
04.11.00;38.20.12,38.20.12.10
14.09.00;47.30,47.30.25,47.30.25.05,47.30.25.10
81.10.00;60.05.45,60.05.45.05,60.05.45.15
04.11.03;38.20.12.10
84.00.10;05.05.20.15
14.09.04;47.30.25.05,47.30.25.10
32.15.60;08.25.15.10
04.11.09;38.20.12.10
04.11.04;38.20.12.10
13.04.00;56.05,56.05.20
00.15.15;67.50.40,67.50.40.05,67.50.40.10
01.09.10;38.40.30.05
20.08.12;16.10.04.40
20.08.10;16.10.04.40
20.08.16;16.10.04.40
05.05.06;58.05.05.04
05.05.05;58.05.05.02
05.05.00;58.05.05
14.10.00;47.20.05,47.20.05.05
27.18.00;24.05.02.50,24.05.10.29
20.11.04;16.05.10.10
20.11.02;16.05.10.10
04.01.00;38.10.20,38.10.20.05
81.30.15;60.05.17.15
01.07.04;54.19.45,54.19.45.10
04.01.09;38.10.20.05
01.07.00;52.10.08,52.10.08.10
05.05.12;58.05.05.05
81.30.11;60.05.17.15
09.11.00;37.25.04,37.25.04.05
20.11.00;16.05.10,16.05.10.10
02.03.00;54.17.15,54.17.15.15,54.17.15.30,54.17.15.35
81.30.06;60.05.17.15
06.11.01;37.25.24.15
81.30.05;60.05.17.15
06.11.00;37.25.24,37.25.24.15
81.30.04;60.05.17.15
84.02.00;05.05.15.15
06.11.05;37.25.24.15
00.03.02;02.05
21.15.00;16.05.20.05
81.19.00;60.05.12.25
32.30.04;14.35.15,14.35.15.15,14.40.10,14.40.10.10
32.30.00;14.40.10.05,14.40.10.10
04.01.20;38.10.20.05
32.30.08;14.35.15,14.35.15.15,14.40.10,14.40.10.05
27.18.16;24.05.02.50
03.30.10;54.19.10.55
00.03.10;03.10
27.18.12;24.05.02.50
24.03.00;34.25.15.25
17.20.17;10.06.10.15
17.20.18;10.06.15.22
17.20.15;10.06.40.10,10.06.40.25,10.06.54.05
17.20.16;10.06.10.15
87.00.10;60.05.40.05
04.01.14;38.10.20.05
04.01.15;38.10.20.05
03.30.05;54.19.10.55
08.05.00;58.20.05.15
04.01.10;38.10.20.05
04.01.11;38.10.20.05
17.20.19;10.06.40.20
87.00.05;60.05.40.05
00.03.08;03.10.05
29.06.00;06.30.10.55
03.30.00;54.19.10,54.19.10.55
27.18.02;24.05.02.50,24.05.10.29
04.01.16;38.10.20.05
29.06.04;06.30.06.15
00.03.04;06.35.05.10
17.02.18;10.06.15.85
00.30.04;67.50.07.05
17.02.16;10.06.15.75
20.01.05;16.10.20.35
00.30.02;67.50.07.10
20.01.06;16.10.20.40
00.30.00;06.05.15.10,06.30.06.20,06.30.06.25,06.30.10.50,67.50,67.50.07,67.50.07.35,67.50.15,67.50.15.10,67.50.15.15
01.05.15;38.10.05,38.10.05.05,38.10.05.10,38.10.05.15,38.10.05.20,38.10.05.25
20.01.09;16.10.20.20
01.05.18;38.20.30,38.20.30.05,52.10.10,52.10.10.20
00.30.08;67.50.07.25
87.00.00;60.05.40,60.05.40.05
00.30.06;67.50.50.05
17.02.11;10.06.15.05
05.13.01;58.05.05.35
08.03.30;58.20.10.20
27.57.04;26.15.10.05
54.17.00;26.40.15.20
27.57.00;26.15,26.15.10
08.03.35;58.20.10.20
05.01.12;58.05.05.05
01.05.25;16.05.05.10
83.10.00;10.02.10,10.02.10.10
15.20.51;14.40.15.10,14.40.15.12,26.40.15.18
20.01.10;16.10.20.30
27.57.08;26.15.10.10
05.01.10;58.05.05.15
00.30.14;67.50.15.05
00.30.12;67.50.07
29.21.08;20.20.50.15
00.30.10;67.50.07.10,67.50.07.15,67.50.07.27,67.50.07.30
06.01.00;37.25.21
06.01.06;37.25.21.10
06.01.03;37.25.21.05
17.02.24;10.06.15.85
15.22.06;14.37.10.20
14.00.03;47.12.10.05
08.03.40;58.20.10.20
30.10.10;40.15.05.20
08.03.42;58.20.10.20
32.30.12;14.40.10.05
14.00.00;47.12,47.12.10
32.30.10;14.40.10.05
15.22.09;14.37.10.20
29.21.04;20.20.50.05,20.20.50.10
05.01.22;58.05.05.45
14.00.09;20.17.10,20.17.10.05,20.17.10.10
05.01.25;58.05.05.20,58.10,58.10.05,58.10.05.05,58.10.05.11,58.10.05.12,58.10.05.14
29.21.00;20.20.50
14.00.08;47.15,47.15.05,47.15.05.05,47.15.10,47.15.10.05,47.15.10.10,47.15.10.15,47.25,47.25.15,47.25.15.15,58.10.05.30
15.22.03;14.37.10.20
20.01.00;16.10.20
15.22.00;14.37.10,14.37.10.20
20.01.01;16.10.20.25
14.00.06;47.12.10.10
20.01.02;16.10.20.25
14.00.05;47.12.05,47.12.05.05
00.07.07;05.05.08.35,20.05.05.25
00.07.08;05.05.08.40,20.05.05.25
14.12.00;47.30,47.30.05,47.30.05.05,47.30.05.10,47.30.05.15
22.11.10;59.10.10.35
06.01.17;30.15.20.43,37.25.21.20
06.01.15;37.25.21.15
21.11.00;16.05.20.05
03.25.25;26.40.15.05
14.00.12;47.20.15.40
14.00.10;47.12.10.15,47.12.10.20,47.15.10.15
04.03.00;38.10.20,38.10.20.10
00.07.10;05.05.08.15
22.11.02;59.10.10.35
22.11.03;59.10.10.35
05.01.35;58.05.05.02
22.11.00;59.10.10.35
22.11.01;59.10.10.35
00.07.15;05.05.08.45
00.07.17;05.05.60.15
17.02.07;10.06.20.10
06.01.20;37.25.21.60
05.13.18;58.05.07.30
17.02.05;10.06.15.70
17.02.04;10.06.15.90
32.42.04;20.05.05.60,20.30.10.10,20.30.15.05,20.30.15.10,20.30.15.15,20.30.15.20
17.02.09;10.06.15.15,10.06.15.35,10.06.15.40,10.06.15.45
32.42.00;20.30,20.30.10,20.30.15
02.03.15;54.17.15.15
03.25.18;26.40.15.05
05.13.10;58.05.20,58.05.20.05
03.25.15;26.40.15.05
06.01.26;37.25.21.35
08.25.35;58.15.10.10
03.25.16;26.40.15.05
06.01.25;37.25.21.05
17.02.03;10.06.15.65
05.13.15;59.10.10.25
17.02.02;10.06.15.10
02.03.17;54.17.15.15
17.02.00;10.06.15,10.06.20
32.42.08;26.25.05.05
03.25.12;26.40.15.05
06.01.29;37.25.21.30
02.03.16;54.17.15.15
08.25.30;58.15.10.10
03.03.00;54.19.26,54.19.26.10,54.19.26.20,54.19.26.30
54.17.12;08.30.10.25
08.03.25;58.20.10.20
00.07.00;05.05,05.05.08
05.01.45;58.05.05
08.03.26;58.20.10.20
00.07.01;05.05.08.05
00.07.02;05.05.08.10
82.12.00;62.05.15.10
00.07.03;05.05.08.15,20.05.05.20
00.07.04;05.05.08.20
00.07.05;05.05.08.25
00.07.06;05.05.08.30
17.00.35;10.02.05,10.02.05.05,10.02.05.10,10.02.05.15,10.02.05.20,10.02.05.25
21.01.18;16.05.20.05
14.12.25;38.20.35.23
14.12.22;34.20.05.10,34.35.05.22,47.30.05.40
06.01.35;37.25.21.40
21.01.16;16.05.20.05
08.25.25;58.15.10.10
14.12.20;47.30.05.45
21.01.14;16.05.20.05
06.01.32;37.25.21.35
22.11.30;59.10.10.35
17.00.30;10.03,10.03.05,10.03.05.05,10.03.05.10,10.03.05.15,10.03.10,10.03.10.05,10.03.10.10
06.01.38;37.25.21.25
14.12.28;47.30.05.30
08.25.20;58.15.10.10
13.02.02;56.10.05.10
30.10.45;26.40.10,26.40.10.05
13.02.03;56.10.05.15,56.10.05.20,56.10.05.22,56.10.05.25
13.02.00;56.10,56.10.02,56.10.05
13.02.01;56.10.05.05
81.22.00;60.05.03.15
21.01.20;16.05.20.05
13.02.08;56.10.02.05
22.11.22;59.10.10.35
14.12.15;54.17.20.08
06.01.41;37.25.21.45
14.12.16;47.30.05.20
83.00.00;63.05,63.10,63.10.05,63.10.05.05
08.25.15;58.15.10.10
06.01.44;37.25.21.50
02.05.18;54.17.15.25
07.03.10;37.40.40.30
08.25.10;58.15.10.10
06.01.47;37.25.21.55
02.05.14;54.17.15.25
02.05.15;54.17.15.25
07.03.11;37.40.40.30
14.12.17;47.30.05.15
02.05.16;54.17.15.25
54.15.08;10.18.26.05
14.12.18;47.30.05.35
02.05.17;54.17.15.25
27.33.00;26.15.60
09.25.00;34.25.15.12,34.30.05.25,37.25.44,37.25.44.10,37.25.44.20
05.03.06;58.05.15.05,58.05.15.10,58.05.15.15
08.03.00;58.20.10,58.20.10.20
22.11.14;59.10.10.35
05.03.05;58.05.15.05,58.05.15.10,58.05.15.15
82.10.00;62.05.20,62.05.20.15
27.33.08;26.15.60.20
00.05.07;16.10.28.05,47.35.05.10
08.03.08;58.20.10.20
27.33.04;26.15.60.10
05.03.00;58.05.15,58.05.15.05,58.05.15.10,58.05.15.15
08.25.05;58.15.10.10
02.05.07;54.17.15.25
08.25.00;58.15,58.15.10,58.15.10.10
02.05.08;54.17.15.25
82.00.00;62.05,62.05.18,62.05.18.05
85.10.00;05.05.12
02.05.09;54.17.15.25
85.10.01;05.05.12.10
22.01.01;34.35.10.05
02.05.03;54.17.15.25
22.01.02;34.35.10.05
07.03.03;37.40.40.30
02.05.04;54.17.15.25
07.03.00;37.40.40,37.40.40.30
02.05.05;54.17.15.25
02.05.06;54.17.15.25
02.05.10;54.17.15.25
02.05.11;54.17.15.25
22.01.10;34.35.10.05
02.05.12;54.17.15.25
02.05.13;54.17.15.25
18.12.05;10.06.52.25
21.01.00;16.05.20.05
01.05.00;38.10.10,38.10.10.05,38.10.10.10,38.10.10.12,38.20
54.15.40;10.18.26.15
01.05.02;38.20.25,38.20.25.05,38.20.25.10,38.20.25.15,38.20.25.20,38.20.25.25
06.03.01;37.25.24.05
01.05.09;38.20.05,38.20.05.05,38.20.05.10
06.03.02;37.25.24.05
01.05.08;38.20.10,38.20.10.03,38.20.10.07,38.20.10.15,38.20.10.20,38.20.10.25,38.20.10.30,38.20.10.35,38.20.10.40
06.03.03;37.25.24.05
09.13.00;37.25.38
06.03.00;37.25.24,37.25.24.05
09.13.05;34.25.10.05
09.13.06;37.25.38
09.13.01;37.25.38.05
54.15.28;10.18.26.10
09.13.02;34.25.10.05
09.13.03;37.25.38
09.13.04;37.25.38
84.10.00;10.06.05.20
02.05.00;54.17.15,54.17.15.25
02.05.01;54.17.15.25
81.22.10;60.10.05.30
32.10.08;26.25.10.05
22.01.00;34.35.10,34.35.10.05
02.05.02;54.17.15.25
81.00.00;60.05
30.10.30;59.35.05.10,59.35.05.15
01.05.12;38.10.10.05
21.01.12;16.05.20.05
01.05.11;38.20.20,38.20.20.05,38.20.20.10
14.02.00;47.30,47.30.20,47.30.20.05
14.02.01;47.30.20.05
21.01.10;16.05.20.05
32.10.00;26.25.10,26.25.10.05
01.05.13;38.10.10.15
01.05.10;38.20.15,38.20.15.05
32.10.04;26.25.10.05
22.11.38;59.10.10.35
29.12.00;20.10.25,20.10.25.05,20.10.25.15
06.03.12;37.25.24.05
32.10.20;26.25.10.05
06.03.10;37.25.24.05
06.03.11;37.25.24.05
27.25.12;40.15.05.10
27.60.16;26.10.05.25
87.20.00;60.05.40.05
19.03.02;16.05.25
19.03.01;16.05.25
27.60.14;26.10.05.20
03.00.20;54.19.10.20
19.03.00;16.05.25,16.05.25.30,16.05.25.40
27.60.12;26.10.05.20
03.12.09;54.19.15.45
03.12.08;54.19.15.40
03.12.07;54.19.15.35
03.12.06;54.19.15.30
03.12.05;54.19.15.25
81.03.00;60.05.03,60.05.03.10
03.12.04;54.19.15.20
19.03.08;16.05.25
20.04.01;16.10.04.30
32.10.12;26.25.10.05
01.03.00;52.10.08,52.10.08.05,52.10.08.15
03.12.03;54.19.15.15
03.12.02;54.19.15.10
19.03.06;16.05.05.02,16.05.25
03.12.01;54.19.15.05
20.04.02;16.10.04.30
03.12.00;54.19.15
19.03.04;16.05.25
20.04.05;16.10.04.30
32.10.16;26.25.10.05
19.03.03;16.05.25
29.12.12;20.10.25.20
32.10.32;26.25.10.05
01.03.02;52.10.08.15
06.03.20;37.25.24.05
01.03.03;52.10.08.15
82.07.00;62.05.15,62.05.15.05,62.05.15.10
27.60.08;26.10.05.20
29.12.16;20.10.25.25
81.50.00;60.25,60.25.10
81.37.00;60.05.03.30
29.00.00;20.02,20.05.05.14
27.60.04;26.10.05.20
19.03.11;16.05.25
19.03.10;16.05.25
84.06.00;05.05.15.35
27.60.00;26.10,26.10.05
03.12.18;54.19.15.80
03.12.17;54.19.15.80
32.10.24;26.25.10.05
03.12.15;54.19.15.75
03.12.14;54.19.15.70
03.12.13;54.19.15.65
19.03.17;16.05.25
03.12.12;54.19.15.60
32.10.28;26.25.10.05
03.12.11;54.19.15.55
19.03.15;16.05.25
03.12.10;54.19.15.50
03.09.60;54.19.22.96
17.04.18;10.06.15.88
29.12.20;20.10.25.25
81.15.03;60.05.12.12,60.05.12.20
32.10.40;26.25.10.05
88.12.12;67.50.56.02
81.15.00;60.05.03.15,60.05.12,60.05.12.03,60.10,60.10.03,60.10.03.05,60.10.03.10,60.10.03.15,60.10.05,60.10.05.15,60.10.05.20,60.10.05.25,60.10.10,60.10.10.05,60.10.10.10,60.10.10.15,60.10.15,60.10.15.05,60.10.15.10,60.10.15.15,60.10.15.20,60.10.20,60.10.20.05,60.10.25,60.10.25.05,60.10.30,60.10.30.05,60.10.30.10,60.10.35,60.10.35.05,60.10.35.10
17.04.11;10.06.15.97
17.04.15;10.06.15.97
01.15.00;34.25.10.05
17.04.13;10.06.15.97
29.24.00;20.20.40
85.11.08;68.55.05.05,68.55.05.10,68.55.05.15,68.55.05.25,68.55.10.15
19.03.22;16.05.25
32.00.00;26.25,26.25.05
83.12.00;63.05.05
03.00.00;54.19.05,54.19.10
85.11.04;67.50.56.15,68.55.05.20
83.12.05;63.05.05.05
85.11.06;67.50.56.15,68.55.05.17
29.24.08;20.20.40.10
32.10.36;26.25.10.05
03.00.05;54.19.05.10
03.00.07;54.19.05.10
29.24.04;20.20.40.05
19.03.25;16.05.25
54.26.00;10.10.05,10.10.05.08
81.15.18;60.05.12.10
27.25.08;40.15.05.10
32.10.52;26.25.10.05
81.15.17;60.05.12.05
